GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT
0021800009,1610612745,Rockets,HOU,Houston,240:00,17.51,21,65,83,397,2,3,270,21,16,36,0.444,23,56,0.411,0.424,29,42,0.69
0021800004,1610612751,Nets,BKN,Brooklyn,240:00,18.56,19,54,72,437,2,3,316,28,22,44,0.5,18,38,0.474,0.488,21,40,0.525
0021800004,1610612765,Pistons,DET,Detroit,240:00,18.65,32,49,77,434,2,2,302,21,21,46,0.457,18,46,0.391,0.424,25,38,0.658
0021800005,1610612763,Grizzlies,MEM,Memphis,240:00,18.09,31,42,70,529,2,5,414,16,9,33,0.273,16,51,0.314,0.298,25,32,0.781
0021800005,1610612754,Pacers,IND,Indiana,240:00,18.24,22,79,98,411,4,2,291,29,25,35,0.714,22,48,0.458,0.566,8,21,0.381
0021800011,1610612762,Jazz,UTA,Utah,240:00,19.1,23,69,89,433,3,6,309,21,20,33,0.606,21,46,0.457,0.519,15,24,0.625
0021800011,1610612758,Kings,SAC,Sacramento,240:00,19.37,15,51,61,410,1,2,285,17,23,43,0.535,26,52,0.5,0.516,22,33,0.667
0021800003,1610612749,Bucks,MIL,Milwaukee,240:00,18.18,26,73,93,384,2,2,257,26,23,39,0.59,19,46,0.413,0.494,14,27,0.519
0021800003,1610612766,Hornets,CHA,Charlotte,240:00,18.49,20,57,74,426,2,3,301,21,22,45,0.489,19,47,0.404,0.446,19,28,0.679
0021800008,1610612739,Cavaliers,CLE,Cleveland,240:00,18.21,41,57,93,398,2,1,273,17,19,44,0.432,15,41,0.366,0.4,22,35,0.629
0021800008,1610612761,Raptors,TOR,Toronto,240:00,18.21,26,60,81,391,4,1,267,21,26,45,0.578,19,47,0.404,0.489,14,29,0.483
0021800014,1610612741,Bulls,CHI,Chicago,240:00,19.13,25,66,89,451,1,1,324,28,15,42,0.357,29,58,0.5,0.436,19,26,0.731
0021800014,1610612755,76ers,PHI,Philadelphia,240:00,18.29,24,81,102,423,1,2,301,30,17,31,0.548,27,61,0.443,0.473,15,27,0.556
0021800016,1610612747,Lakers,LAL,Los Angeles,240:00,19.03,19,64,82,398,2,5,269,23,26,50,0.52,19,43,0.442,0.484,19,34,0.559
0021800016,1610612757,Trail Blazers,POR,Portland,240:00,19.45,35,58,89,432,3,2,290,21,20,41,0.488,24,59,0.407,0.44,31,40,0.775
0021800015,1610612748,Heat,MIA,Miami,240:00,18.65,47,61,105,477,1,3,327,25,15,51,0.294,23,46,0.5,0.392,21,29,0.724
0021800015,1610612764,Wizards,WAS,Washington,240:00,17.97,21,62,79,381,3,5,263,19,20,35,0.571,18,46,0.391,0.469,22,39,0.564
0021800018,1610612752,Knicks,NYK,New York,240:00,18.32,32,46,78,383,1,2,259,14,20,43,0.465,19,54,0.352,0.402,15,20,0.75
0021800018,1610612751,Nets,BKN,Brooklyn,240:00,18.11,21,71,92,431,2,3,310,22,18,34,0.529,19,41,0.463,0.493,11,22,0.5
0021800025,1610612760,Thunder,OKC,Oklahoma City,240:00,18.57,33,58,88,404,3,1,273,18,12,37,0.324,22,58,0.379,0.358,13,26,0.5
0021800025,1610612746,Clippers,LAC,LA,240:00,18.08,24,71,93,440,3,1,316,21,17,28,0.607,18,53,0.34,0.432,15,23,0.652
0021800017,1610612766,Hornets,CHA,Charlotte,240:00,18.63,29,67,94,425,2,1,299,32,19,41,0.463,24,51,0.471,0.467,13,22,0.591
0021800017,1610612753,Magic,ORL,Orlando,240:00,18.75,28,53,80,425,1,1,296,18,16,30,0.533,20,64,0.313,0.383,16,26,0.615
0021800024,1610612744,Warriors,GSW,Golden State,240:00,18.12,28,66,91,402,1,0,278,27,18,35,0.514,31,52,0.596,0.563,12,20,0.6
0021800024,1610612762,Jazz,UTA,Utah,240:00,18.53,29,47,75,450,5,2,323,24,13,29,0.448,27,60,0.45,0.449,18,24,0.75
0021800023,1610612754,Pacers,IND,Indiana,240:00,18.82,27,54,78,419,3,0,297,14,19,39,0.487,19,48,0.396,0.437,15,26,0.577
0021800023,1610612749,Bucks,MIL,Milwaukee,240:00,18.47,28,66,92,445,2,0,311,27,18,30,0.6,26,63,0.413,0.473,11,21,0.524
0021800021,1610612739,Cavaliers,CLE,Cleveland,240:00,18.59,43,50,90,426,1,1,298,26,21,43,0.488,24,50,0.48,0.484,20,29,0.69
0021800021,1610612750,Timberwolves,MIN,Minnesota,240:00,17.7,20,62,80,407,3,2,280,28,15,34,0.441,29,53,0.547,0.506,20,29,0.69
0021800019,1610612738,Celtics,BOS,Boston,240:00,17.42,32,58,88,399,8,0,271,29,14,40,0.35,26,59,0.441,0.404,14,21,0.667
0021800019,1610612761,Raptors,TOR,Toronto,240:00,18.09,32,59,89,390,2,0,263,24,16,37,0.432,27,55,0.491,0.467,7,21,0.333
0021800020,1610612737,Hawks,ATL,Atlanta,240:00,19.32,28,44,67,457,4,0,324,27,14,31,0.452,27,52,0.519,0.494,16,24,0.667
0021800020,1610612763,Grizzlies,MEM,Memphis,240:00,19.24,23,52,68,511,2,3,386,32,19,35,0.543,25,46,0.543,0.543,15,24,0.625
0021800022,1610612758,Kings,SAC,Sacramento,240:00,19.51,25,48,67,442,2,3,310,24,27,50,0.54,23,46,0.5,0.521,24,33,0.727
0021800022,1610612740,Pelicans,NOP,New Orleans,240:00,18.71,26,51,72,431,3,3,296,35,24,42,0.571,32,53,0.604,0.589,22,30,0.733
0021800029,1610612753,Magic,ORL,Orlando,240:00,18.1,22,55,76,426,4,1,297,31,19,44,0.432,22,46,0.478,0.456,15,26,0.577
0021800029,1610612755,76ers,PHI,Philadelphia,240:00,18.4,35,50,83,441,6,0,318,33,20,40,0.5,25,54,0.463,0.479,17,30,0.567
0021800035,1610612745,Rockets,HOU,Houston,240:00,17.28,36,65,98,368,3,0,241,22,14,33,0.424,30,63,0.476,0.458,22,31,0.71
0021800035,1610612747,Lakers,LAL,Los Angeles,240:00,17.88,21,63,83,387,3,0,256,28,24,40,0.6,24,60,0.4,0.48,17,33,0.515
0021800031,1610612765,Pistons,DET,Detroit,240:00,18.28,32,54,82,438,1,0,305,21,12,32,0.375,29,69,0.42,0.406,18,24,0.75
0021800031,1610612741,Bulls,CHI,Chicago,240:00,18.54,15,58,71,387,1,1,264,26,21,36,0.583,23,51,0.451,0.506,15,26,0.577
0021800028,1610612738,Celtics,BOS,Boston,240:00,17.7,22,56,76,391,3,0,265,21,11,29,0.379,22,53,0.415,0.402,14,19,0.737
0021800028,1610612752,Knicks,NYK,New York,240:00,18.34,24,54,77,442,1,0,315,23,17,36,0.472,19,51,0.373,0.414,13,20,0.65
0021800030,1610612766,Hornets,CHA,Charlotte,240:00,18.26,37,56,92,405,2,1,277,23,20,46,0.435,21,47,0.447,0.441,19,27,0.704
0021800030,1610612748,Heat,MIA,Miami,240:00,18.24,40,67,102,429,3,2,297,21,18,38,0.474,23,51,0.451,0.461,17,28,0.607
0021800034,1610612759,Spurs,SAS,San Antonio,240:00,18.36,31,49,79,431,5,1,312,29,21,48,0.438,21,52,0.404,0.42,15,21,0.714
0021800034,1610612757,Trail Blazers,POR,Portland,240:00,17.91,20,63,81,377,1,1,264,24,21,34,0.618,24,50,0.48,0.536,7,16,0.438
0021800026,1610612751,Nets,BKN,Brooklyn,240:00,18.38,24,52,71,426,2,0,297,25,17,31,0.548,24,55,0.436,0.477,18,34,0.529
0021800026,1610612754,Pacers,IND,Indiana,240:00,18.59,24,57,80,387,1,1,266,21,18,38,0.474,33,54,0.611,0.554,14,21,0.667
0021800032,1610612750,Timberwolves,MIN,Minnesota,240:00,18.62,22,58,76,368,3,1,245,23,16,39,0.41,28,45,0.622,0.524,22,27,0.815
0021800032,1610612742,Mavericks,DAL,Dallas,240:00,19.13,35,52,85,478,1,2,339,29,23,36,0.639,26,62,0.419,0.5,11,20,0.55
0021800033,1610612756,Suns,PHX,Phoenix,240:00,18.0,28,56,81,481,3,1,358,20,13,28,0.464,16,49,0.327,0.377,21,31,0.677
0021800033,1610612743,Nuggets,DEN,Denver,240:00,18.22,32,64,87,435,7,0,307,28,24,40,0.6,19,45,0.422,0.506,12,18,0.667
0021800027,1610612761,Raptors,TOR,Toronto,240:00,18.73,31,71,98,422,2,1,290,21,17,42,0.405,22,46,0.478,0.443,15,27,0.556
0021800027,1610612764,Wizards,WAS,Washington,240:00,17.93,34,52,84,388,3,0,263,20,14,36,0.389,23,53,0.434,0.416,13,25,0.52
0021800039,1610612745,Rockets,HOU,Houston,240:00,16.73,18,53,71,339,5,1,222,28,23,51,0.451,20,38,0.526,0.483,18,29,0.621
0021800039,1610612746,Clippers,LAC,LA,240:00,17.71,29,56,83,429,0,1,302,22,24,43,0.558,18,46,0.391,0.472,19,32,0.594
0021800036,1610612737,Hawks,ATL,Atlanta,240:00,18.56,29,61,88,483,5,1,349,32,14,34,0.412,34,64,0.531,0.49,14,30,0.467
0021800036,1610612739,Cavaliers,CLE,Cleveland,240:00,18.27,30,56,86,435,2,1,300,23,14,42,0.333,32,57,0.561,0.465,22,31,0.71
0021800038,1610612744,Warriors,GSW,Golden State,240:00,17.71,26,65,85,420,1,1,300,22,15,32,0.469,21,47,0.447,0.456,18,26,0.692
0021800038,1610612743,Nuggets,DEN,Denver,240:00,18.21,40,56,93,466,4,0,340,21,17,35,0.486,18,51,0.353,0.407,14,21,0.667
0021800037,1610612758,Kings,SAC,Sacramento,240:00,18.95,31,81,107,450,2,1,317,28,24,44,0.545,26,47,0.553,0.549,24,42,0.571
0021800037,1610612760,Thunder,OKC,Oklahoma City,240:00,18.43,47,54,95,420,3,2,277,23,23,41,0.561,23,63,0.365,0.442,21,30,0.7
0021800047,1610612756,Suns,PHX,Phoenix,240:00,18.47,23,54,74,526,3,0,391,24,15,28,0.536,24,58,0.414,0.453,22,28,0.786
0021800047,1610612744,Warriors,GSW,Golden State,240:00,18.28,21,45,66,437,5,3,313,35,20,33,0.606,25,55,0.455,0.511,19,26,0.731
0021800048,1610612759,Spurs,SAS,San Antonio,265:00,20.11,26,64,83,445,5,0,307,32,18,37,0.486,32,60,0.533,0.515,24,33,0.727
0021800048,1610612747,Lakers,LAL,Los Angeles,265:00,20.02,34,56,86,425,2,0,284,33,29,49,0.592,26,58,0.448,0.514,12,21,0.571
0021800040,1610612753,Magic,ORL,Orlando,240:00,18.2,21,64,85,408,2,1,288,28,15,30,0.5,23,63,0.365,0.409,17,25,0.68
0021800040,1610612738,Celtics,BOS,Boston,240:00,17.8,25,63,86,418,3,0,301,21,21,40,0.525,16,51,0.314,0.407,18,26,0.692
0021800045,1610612763,Grizzlies,MEM,Memphis,240:00,17.81,26,70,93,452,2,0,334,18,15,29,0.517,16,55,0.291,0.369,15,26,0.577
0021800045,1610612762,Jazz,UTA,Utah,240:00,17.88,24,65,88,398,2,2,279,18,11,33,0.333,18,49,0.367,0.354,10,14,0.714
0021800046,1610612764,Wizards,WAS,Washington,265:00,20.13,35,85,118,393,2,1,257,23,24,43,0.558,22,67,0.328,0.418,16,35,0.457
0021800046,1610612757,Trail Blazers,POR,Portland,265:00,20.52,44,83,122,487,4,0,325,22,15,42,0.357,28,66,0.424,0.398,11,29,0.379
0021800042,1610612752,Knicks,NYK,New York,240:00,18.42,31,59,85,436,1,0,310,22,20,47,0.426,25,52,0.481,0.455,18,31,0.581
0021800042,1610612749,Bucks,MIL,Milwaukee,240:00,17.88,36,63,98,388,4,1,259,27,22,46,0.478,23,50,0.46,0.469,15,23,0.652
0021800044,1610612741,Bulls,CHI,Chicago,240:00,18.13,15,53,68,379,4,0,255,18,14,28,0.5,27,52,0.519,0.513,14,23,0.609
0021800044,1610612742,Mavericks,DAL,Dallas,240:00,17.78,36,58,92,470,2,0,335,25,19,36,0.528,21,57,0.368,0.43,13,18,0.722
0021800043,1610612754,Pacers,IND,Indiana,240:00,18.51,36,63,99,446,3,0,320,18,14,39,0.359,22,53,0.415,0.391,19,23,0.826
0021800043,1610612750,Timberwolves,MIN,Minnesota,240:00,17.81,32,65,94,385,3,0,265,24,15,34,0.441,21,51,0.412,0.424,11,22,0.5
0021800041,1610612766,Hornets,CHA,Charlotte,240:00,18.98,33,43,76,436,0,1,305,21,19,45,0.422,22,52,0.423,0.423,21,25,0.84
0021800041,1610612761,Raptors,TOR,Toronto,240:00,18.35,21,66,85,371,2,0,257,36,21,32,0.656,29,55,0.527,0.575,19,29,0.655
0021800049,1610612755,76ers,PHI,Philadelphia,265:00,20.83,25,79,101,534,3,2,395,32,14,28,0.5,35,70,0.5,0.5,23,36,0.639
0021800049,1610612765,Pistons,DET,Detroit,265:00,20.11,41,60,99,443,3,0,301,22,28,54,0.519,23,54,0.426,0.472,20,26,0.769
0021800051,1610612758,Kings,SAC,Sacramento,240:00,18.28,15,48,63,420,4,0,290,29,23,39,0.59,22,47,0.468,0.523,28,38,0.737
0021800051,1610612743,Nuggets,DEN,Denver,240:00,18.51,39,47,81,459,8,0,329,31,25,43,0.581,26,56,0.464,0.515,14,21,0.667
0021800050,1610612746,Clippers,LAC,LA,240:00,18.77,23,69,86,446,3,0,310,18,24,41,0.585,17,46,0.37,0.471,24,35,0.686
0021800050,1610612740,Pelicans,NOP,New Orleans,240:00,18.31,33,53,84,435,0,2,303,22,25,47,0.532,15,46,0.326,0.43,20,26,0.769
0021800062,1610612764,Wizards,WAS,Washington,240:00,18.45,19,44,62,427,2,1,297,22,18,33,0.545,24,60,0.4,0.452,20,27,0.741
0021800062,1610612744,Warriors,GSW,Golden State,240:00,18.46,15,60,74,487,3,1,350,37,18,33,0.545,35,59,0.593,0.576,11,17,0.647
0021800058,1610612754,Pacers,IND,Indiana,240:00,18.23,20,59,78,460,9,0,349,34,18,33,0.545,28,54,0.519,0.529,13,23,0.565
0021800058,1610612759,Spurs,SAS,San Antonio,240:00,18.31,33,57,89,409,1,2,290,16,19,41,0.463,16,46,0.348,0.402,18,27,0.667
0021800056,1610612766,Hornets,CHA,Charlotte,240:00,18.19,24,46,68,383,3,0,269,23,20,38,0.526,17,47,0.362,0.435,17,26,0.654
0021800056,1610612741,Bulls,CHI,Chicago,240:00,18.21,21,61,80,362,1,5,247,21,21,34,0.618,16,43,0.372,0.481,16,23,0.696
0021800060,1610612747,Lakers,LAL,Los Angeles,240:00,17.88,23,50,70,379,1,3,252,34,16,34,0.471,36,66,0.545,0.52,23,32,0.719
0021800060,1610612756,Suns,PHX,Phoenix,240:00,17.8,23,52,72,472,2,1,353,27,24,42,0.571,20,42,0.476,0.524,27,37,0.73
0021800053,1610612751,Nets,BKN,Brooklyn,240:00,18.12,17,68,85,449,3,1,327,23,13,31,0.419,25,56,0.446,0.437,12,26,0.462
0021800053,1610612739,Cavaliers,CLE,Cleveland,240:00,17.92,32,54,84,380,2,0,256,18,15,35,0.429,19,54,0.352,0.382,17,31,0.548
0021800057,1610612762,Jazz,UTA,Utah,240:00,18.11,28,59,86,384,2,0,264,21,18,31,0.581,16,47,0.34,0.436,11,19,0.579
0021800057,1610612745,Rockets,HOU,Houston,240:00,16.96,21,55,76,358,0,0,234,16,19,37,0.514,16,50,0.32,0.402,15,23,0.652
0021800054,1610612752,Knicks,NYK,New York,240:00,18.78,26,55,76,426,4,1,304,20,16,44,0.364,17,47,0.362,0.363,16,22,0.727
0021800054,1610612748,Heat,MIA,Miami,240:00,18.06,15,70,83,397,5,3,283,24,20,39,0.513,19,43,0.442,0.476,13,23,0.565
0021800059,1610612755,76ers,PHI,Philadelphia,240:00,19.5,34,71,104,489,3,2,352,29,18,41,0.439,20,51,0.392,0.413,19,26,0.731
0021800059,1610612749,Bucks,MIL,Milwaukee,240:00,18.61,33,70,97,397,2,0,269,24,19,39,0.487,22,61,0.361,0.41,14,24,0.583
0021800052,1610612742,Mavericks,DAL,Dallas,240:00,18.86,25,66,89,453,3,2,317,25,17,34,0.5,21,57,0.368,0.418,16,31,0.516
0021800052,1610612737,Hawks,ATL,Atlanta,240:00,18.97,30,63,88,467,4,1,334,28,10,34,0.294,27,57,0.474,0.407,14,21,0.667
0021800061,1610612763,Grizzlies,MEM,Memphis,240:00,18.25,33,63,90,448,2,1,320,18,21,47,0.447,15,47,0.319,0.383,16,32,0.5
0021800061,1610612758,Kings,SAC,Sacramento,240:00,18.32,31,69,97,412,0,2,286,19,19,43,0.442,16,40,0.4,0.422,14,22,0.636
0021800055,1610612750,Timberwolves,MIN,Minnesota,240:00,17.63,32,46,77,423,2,0,291,25,9,39,0.231,31,57,0.544,0.417,17,25,0.68
0021800055,1610612761,Raptors,TOR,Toronto,240:00,17.76,24,63,86,386,3,2,265,26,16,30,0.533,30,59,0.508,0.517,12,27,0.444
0021800066,1610612743,Nuggets,DEN,Denver,240:00,18.15,34,66,98,420,2,1,293,22,23,43,0.535,23,49,0.469,0.5,21,31,0.677
0021800066,1610612747,Lakers,LAL,Los Angeles,240:00,17.82,35,60,91,407,5,0,276,27,21,39,0.538,25,53,0.472,0.5,21,30,0.7
0021800064,1610612757,Trail Blazers,POR,Portland,240:00,17.95,24,47,69,417,3,3,296,24,22,41,0.537,26,46,0.565,0.552,17,24,0.708
0021800064,1610612753,Magic,ORL,Orlando,240:00,18.23,21,47,65,392,3,2,274,29,17,37,0.459,26,49,0.531,0.5,17,29,0.586
0021800063,1610612739,Cavaliers,CLE,Cleveland,240:00,17.82,21,50,69,399,1,0,282,18,23,43,0.535,18,46,0.391,0.461,19,26,0.731
0021800063,1610612765,Pistons,DET,Detroit,240:00,17.74,23,58,79,434,3,1,303,21,13,28,0.464,28,50,0.56,0.526,19,24,0.792
0021800065,1610612738,Celtics,BOS,Boston,240:00,18.17,23,62,82,429,2,1,302,19,8,18,0.444,25,68,0.368,0.384,12,24,0.5
0021800065,1610612760,Thunder,OKC,Oklahoma City,240:00,18.11,49,62,107,390,2,2,254,19,13,36,0.361,24,58,0.414,0.394,9,19,0.474
0021800068,1610612744,Warriors,GSW,Golden State,240:00,17.56,11,58,68,389,2,1,273,26,22,32,0.688,29,55,0.527,0.586,14,21,0.667
0021800068,1610612752,Knicks,NYK,New York,240:00,18.5,30,42,71,483,2,0,354,17,12,30,0.4,27,60,0.45,0.433,17,18,0.944
0021800070,1610612746,Clippers,LAC,LA,240:00,17.72,20,70,90,409,2,4,290,17,21,38,0.553,22,41,0.537,0.544,17,34,0.5
0021800070,1610612745,Rockets,HOU,Houston,240:00,17.09,30,43,72,385,1,0,250,21,17,46,0.37,21,52,0.404,0.388,22,25,0.88
0021800073,1610612764,Wizards,WAS,Washington,240:00,17.89,19,61,77,409,4,1,276,22,15,26,0.577,25,60,0.417,0.465,15,24,0.625
0021800073,1610612758,Kings,SAC,Sacramento,240:00,18.97,28,58,84,450,0,0,312,25,18,37,0.486,26,58,0.448,0.463,16,21,0.762
0021800067,1610612741,Bulls,CHI,Chicago,240:00,18.75,23,46,69,417,2,1,299,21,14,34,0.412,23,51,0.451,0.435,24,31,0.774
0021800067,1610612766,Hornets,CHA,Charlotte,240:00,18.58,31,66,94,432,3,2,309,30,27,43,0.628,26,50,0.52,0.57,8,16,0.5
0021800071,1610612749,Bucks,MIL,Milwaukee,240:00,18.58,21,86,104,396,2,3,270,32,23,40,0.575,26,52,0.5,0.533,14,26,0.538
0021800071,1610612750,Timberwolves,MIN,Minnesota,240:00,18.82,41,52,93,470,3,1,333,19,14,38,0.368,22,74,0.297,0.321,21,25,0.84
0021800069,1610612742,Mavericks,DAL,Dallas,240:00,18.62,24,50,73,456,3,1,329,22,18,42,0.429,20,50,0.4,0.413,20,30,0.667
0021800069,1610612761,Raptors,TOR,Toronto,240:00,18.36,28,59,85,401,3,1,277,23,15,34,0.441,29,57,0.509,0.484,16,30,0.533
0021800072,1610612751,Nets,BKN,Brooklyn,240:00,18.52,42,74,113,486,6,0,349,26,20,48,0.417,23,50,0.46,0.439,24,41,0.585
0021800072,1610612740,Pelicans,NOP,New Orleans,240:00,18.12,36,57,92,401,2,0,275,23,21,58,0.362,23,40,0.575,0.449,13,28,0.464
0021800078,1610612766,Hornets,CHA,Charlotte,240:00,18.99,32,85,114,388,2,3,264,19,15,44,0.341,22,51,0.431,0.389,20,36,0.556
0021800078,1610612755,76ers,PHI,Philadelphia,240:00,18.86,38,70,106,467,4,0,334,18,19,47,0.404,16,44,0.364,0.385,10,21,0.476
0021800082,1610612747,Lakers,LAL,Los Angeles,240:00,17.99,22,65,85,397,1,1,274,19,12,28,0.429,29,58,0.5,0.477,17,28,0.607
0021800082,1610612759,Spurs,SAS,San Antonio,240:00,18.45,25,53,75,420,1,1,292,20,17,39,0.436,27,52,0.519,0.484,14,21,0.667
0021800077,1610612754,Pacers,IND,Indiana,240:00,18.08,17,54,71,469,3,1,357,28,26,39,0.667,22,35,0.629,0.649,17,28,0.607
0021800077,1610612739,Cavaliers,CLE,Cleveland,240:00,18.07,36,35,66,385,2,1,262,21,18,35,0.514,22,51,0.431,0.465,25,29,0.862
0021800079,1610612757,Trail Blazers,POR,Portland,240:00,18.29,31,60,88,379,1,1,261,14,11,31,0.355,26,57,0.456,0.42,13,17,0.765
0021800079,1610612748,Heat,MIA,Miami,240:00,18.34,36,67,100,454,5,0,318,21,17,41,0.415,27,55,0.491,0.458,9,17,0.529
0021800074,1610612738,Celtics,BOS,Boston,240:00,18.23,18,70,87,417,2,0,298,25,17,25,0.68,22,61,0.361,0.453,13,21,0.619
0021800074,1610612765,Pistons,DET,Detroit,240:00,18.39,28,63,87,464,3,2,339,16,13,32,0.406,20,57,0.351,0.371,17,21,0.81
0021800081,1610612753,Magic,ORL,Orlando,240:00,19.02,21,50,70,455,1,1,327,21,14,37,0.378,19,64,0.297,0.327,20,29,0.69
0021800081,1610612749,Bucks,MIL,Milwaukee,240:00,18.58,20,87,107,402,5,2,273,24,19,38,0.5,22,44,0.5,0.5,8,18,0.444
0021800076,1610612741,Bulls,CHI,Chicago,240:00,18.81,26,79,104,424,4,0,298,25,12,29,0.414,24,54,0.444,0.434,7,20,0.35
0021800076,1610612737,Hawks,ATL,Atlanta,240:00,18.52,22,55,76,478,2,0,350,20,10,28,0.357,17,56,0.304,0.321,14,22,0.636
0021800080,1610612756,Suns,PHX,Phoenix,240:00,17.7,13,41,52,464,7,0,354,28,14,24,0.583,22,54,0.407,0.462,13,16,0.813
0021800080,1610612763,Grizzlies,MEM,Memphis,240:00,17.56,6,47,51,445,3,0,329,30,21,30,0.7,23,49,0.469,0.557,15,24,0.625
0021800075,1610612762,Jazz,UTA,Utah,240:00,19.39,22,61,82,431,4,1,300,32,25,42,0.595,21,46,0.457,0.523,20,29,0.69
0021800075,1610612740,Pelicans,NOP,New Orleans,240:00,19.68,24,53,75,471,2,2,335,22,23,42,0.548,17,53,0.321,0.421,24,32,0.75
0021800083,1610612744,Warriors,GSW,Golden State,240:00,17.85,24,61,85,419,4,1,293,28,14,28,0.5,30,61,0.492,0.494,15,21,0.714
0021800083,1610612751,Nets,BKN,Brooklyn,240:00,18.63,31,63,93,455,5,1,335,28,14,28,0.5,28,59,0.475,0.483,12,15,0.8
0021800086,1610612764,Wizards,WAS,Washington,240:00,18.11,27,59,84,398,0,2,265,18,19,40,0.475,19,57,0.333,0.392,28,41,0.683
0021800086,1610612746,Clippers,LAC,LA,240:00,18.33,25,69,91,431,11,2,300,35,30,55,0.545,26,48,0.542,0.544,18,29,0.621
0021800084,1610612762,Jazz,UTA,Utah,240:00,18.33,16,56,70,397,1,1,277,25,17,31,0.548,25,49,0.51,0.525,21,35,0.6
0021800084,1610612742,Mavericks,DAL,Dallas,240:00,18.11,30,44,72,478,4,0,348,24,19,43,0.442,19,48,0.396,0.418,22,29,0.759
0021800085,1610612756,Suns,PHX,Phoenix,240:00,18.72,28,44,70,485,1,0,351,21,23,52,0.442,15,34,0.441,0.442,23,32,0.719
0021800085,1610612760,Thunder,OKC,Oklahoma City,240:00,18.76,20,58,78,387,0,1,256,22,21,34,0.618,22,51,0.431,0.506,18,30,0.6
0021800088,1610612737,Hawks,ATL,Atlanta,240:00,19.14,23,74,97,477,4,1,345,20,17,38,0.447,18,56,0.321,0.372,16,23,0.696
0021800088,1610612755,76ers,PHI,Philadelphia,240:00,19.15,38,82,116,502,7,2,365,33,15,30,0.5,26,69,0.377,0.414,18,25,0.72
0021800094,1610612742,Mavericks,DAL,Dallas,265:00,19.64,28,65,93,436,1,1,305,15,22,37,0.595,21,54,0.389,0.473,9,14,0.643
0021800094,1610612759,Spurs,SAS,San Antonio,265:00,19.98,20,59,77,455,7,0,323,27,10,26,0.385,32,65,0.492,0.462,14,21,0.667
0021800091,1610612744,Warriors,GSW,Golden State,240:00,18.84,27,64,84,454,3,3,334,34,16,30,0.533,37,66,0.561,0.552,20,29,0.69
0021800091,1610612741,Bulls,CHI,Chicago,240:00,19.48,23,59,77,434,2,1,303,25,22,38,0.579,24,56,0.429,0.489,13,21,0.619
0021800090,1610612751,Nets,BKN,Brooklyn,240:00,17.5,26,58,84,466,4,1,346,22,13,30,0.433,21,54,0.389,0.405,21,30,0.7
