GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0020500018,1610612748,Heat,MIA,Miami,240:00,101.5,106.3,111.1,111.7,-9.6,-5.5,0.528,1.12,14.7,0.354,0.75,0.543,16.919,17.7,0.5,0.546,1.0,0.196,97.5,95.0,79.17,96,0.471
0020500018,1610612754,Pacers,IND,Indiana,240:00,111.1,111.7,101.5,106.3,9.6,5.5,0.459,1.42,14.1,0.25,0.646,0.457,12.696,12.8,0.513,0.574,1.0,0.201,97.5,95.0,79.17,94,0.529
0020500019,1610612756,Suns,PHX,Phoenix,240:00,119.2,122.0,107.9,110.9,11.3,11.1,0.778,3.5,23.9,0.239,0.708,0.479,9.773,10.0,0.562,0.602,1.0,0.196,103.04,100.5,83.75,100,0.58
0020500019,1610612747,Lakers,LAL,Los Angeles,240:00,107.9,110.9,119.2,122.0,-11.3,-11.1,0.537,1.69,16.3,0.292,0.761,0.521,12.529,12.9,0.506,0.561,1.0,0.2,103.04,100.5,83.75,101,0.42
0020500026,1610612759,Spurs,SAS,San Antonio,240:00,105.7,107.4,78.2,80.9,27.5,26.5,0.614,1.5,21.0,0.179,0.729,0.51,18.649,18.9,0.613,0.611,1.0,0.197,96.88,94.5,78.75,95,0.707
0020500026,1610612739,Cavaliers,CLE,Cleveland,240:00,78.2,80.9,105.7,107.4,-27.5,-26.5,0.464,0.72,10.6,0.271,0.821,0.49,18.511,19.1,0.366,0.416,1.0,0.196,96.88,94.5,78.75,94,0.293
0020500027,1610612757,Trail Blazers,POR,Portland,240:00,68.8,69.4,107.0,109.2,-38.1,-39.8,0.69,1.05,14.8,0.277,0.612,0.421,19.231,19.4,0.351,0.355,1.0,0.197,99.42,98.0,81.67,98,0.191
0020500027,1610612743,Nuggets,DEN,Denver,240:00,107.0,109.2,68.8,69.4,38.1,39.8,0.723,2.27,22.8,0.388,0.723,0.579,14.994,15.3,0.527,0.535,1.0,0.2,99.42,98.0,81.67,98,0.809
0020500024,1610612764,Wizards,WAS,Washington,240:00,92.9,95.6,84.9,84.3,8.0,11.3,0.5,0.85,14.2,0.311,0.492,0.413,21.598,22.2,0.493,0.521,1.0,0.195,90.46,89.5,74.58,90,0.642
0020500024,1610612752,Knicks,NYK,New York,240:00,84.9,84.3,92.9,95.6,-8.0,-11.3,0.407,0.48,8.6,0.508,0.689,0.587,26.042,25.8,0.341,0.398,1.0,0.201,90.46,89.5,74.58,89,0.358
0020500030,1610612760,SuperSonics,SEA,Seattle,265:00,103.0,109.2,102.7,105.2,0.4,4.0,0.514,0.78,12.9,0.549,0.625,0.586,22.149,23.5,0.446,0.541,1.0,0.197,92.02,88.3,73.58,98,0.489
0020500030,1610612750,Timberwolves,MIN,Minnesota,265:00,102.7,105.2,103.0,109.2,-0.4,-4.0,0.61,1.32,18.1,0.375,0.451,0.414,19.122,19.6,0.512,0.54,1.0,0.201,92.02,88.3,73.58,97,0.511
0020500022,1610612753,Magic,ORL,Orlando,240:00,101.2,101.2,106.3,113.3,-5.1,-12.1,0.455,1.15,13.6,0.31,0.718,0.506,15.476,15.5,0.472,0.518,1.0,0.198,86.22,83.5,69.58,84,0.44
0020500022,1610612763,Grizzlies,MEM,Memphis,240:00,106.3,113.3,101.2,101.2,5.1,12.1,0.531,1.21,15.4,0.282,0.69,0.494,15.83,16.9,0.544,0.592,1.0,0.197,86.22,83.5,69.58,83,0.56
0020500020,1610612761,Raptors,TOR,Toronto,240:00,97.2,97.9,106.6,107.4,-9.5,-9.5,0.625,1.25,15.9,0.265,0.614,0.43,16.899,17.0,0.456,0.513,1.0,0.199,95.16,94.5,78.75,94,0.44
0020500020,1610612751,Nets,NJN,New Jersey,240:00,106.6,107.4,97.2,97.9,9.5,9.5,0.583,1.0,16.1,0.386,0.735,0.57,21.957,22.1,0.54,0.575,1.0,0.197,95.16,94.5,78.75,95,0.56
0020500023,1610612765,Pistons,DET,Detroit,240:00,89.9,93.2,90.6,91.0,-0.7,2.2,0.567,0.94,14.1,0.34,0.64,0.495,19.728,20.5,0.428,0.481,1.0,0.201,90.34,88.5,73.75,88,0.489
0020500023,1610612738,Celtics,BOS,Boston,240:00,90.6,91.0,89.9,93.2,0.7,-2.2,0.667,1.18,16.1,0.36,0.66,0.505,19.007,19.1,0.408,0.463,1.0,0.201,90.34,88.5,73.75,89,0.511
0020500028,1610612746,Clippers,LAC,Los Angeles,240:00,99.0,96.8,83.7,82.8,15.2,14.0,0.529,1.0,14.1,0.396,0.72,0.561,19.363,18.9,0.448,0.5,1.0,0.2,92.46,94.0,78.33,95,0.642
0020500028,1610612737,Hawks,ATL,Atlanta,240:00,83.7,82.8,99.0,96.8,-15.2,-14.0,0.792,0.9,15.3,0.28,0.604,0.439,22.836,22.6,0.391,0.459,1.0,0.204,92.46,94.0,78.33,93,0.358
0020500029,1610612762,Jazz,UTA,Utah,240:00,96.4,101.1,91.7,94.4,4.7,6.7,0.645,1.11,15.3,0.451,0.661,0.561,19.068,20.0,0.416,0.492,1.0,0.197,93.56,90.0,75.0,90,0.665
0020500029,1610612744,Warriors,GSW,Golden State,240:00,91.7,94.4,96.4,101.1,-4.7,-6.7,0.448,0.93,10.7,0.339,0.549,0.439,15.099,15.6,0.404,0.449,1.0,0.201,93.56,90.0,75.0,90,0.335
0020500021,1610612755,76ers,PHI,Philadelphia,240:00,95.6,98.9,109.9,115.8,-14.3,-16.9,0.471,1.14,12.8,0.321,0.58,0.447,14.391,14.9,0.437,0.488,1.0,0.198,98.68,94.5,78.75,94,0.362
0020500021,1610612766,Bobcats,CHA,Charlotte,240:00,109.9,115.8,95.6,98.9,14.3,16.9,0.732,2.31,20.7,0.42,0.679,0.553,12.99,13.7,0.489,0.539,1.0,0.196,98.68,94.5,78.75,95,0.638
0020500035,1610612755,76ers,PHI,Philadelphia,240:00,118.7,119.4,112.7,116.0,5.9,3.4,0.683,2.55,22.0,0.194,,,11.762,11.8,0.581,0.627,1.0,0.199,95.1,93.5,77.92,93,0.548
0020500035,1610612754,Pacers,IND,Indiana,240:00,112.7,116.0,118.7,119.4,-5.9,-3.4,0.625,1.19,18.6,,0.806,,21.721,22.3,0.557,0.615,1.0,0.197,95.1,93.5,77.92,94,0.452
0020500038,1610612740,Hornets,NOK,New Orleans/Oklahoma City,240:00,101.0,101.1,91.0,93.3,10.0,7.8,0.719,2.88,18.2,0.291,0.694,0.481,8.881,8.9,0.414,0.479,1.0,0.202,91.2,90.0,75.0,90,0.591
0020500038,1610612745,Rockets,HOU,Houston,240:00,91.0,93.3,101.0,101.1,-10.0,-7.8,0.654,1.0,14.1,0.306,0.709,0.519,18.414,18.9,0.399,0.487,1.0,0.199,91.2,90.0,75.0,90,0.409
0020500032,1610612751,Nets,NJN,New Jersey,240:00,99.8,103.1,100.0,103.1,-0.2,0.0,0.719,1.15,16.5,0.408,0.72,0.566,19.968,20.6,0.411,0.52,1.0,0.195,99.58,96.5,80.42,97,0.545
0020500032,1610612741,Bulls,CHI,Chicago,240:00,100.0,103.1,99.8,103.1,0.2,0.0,0.629,1.47,16.8,0.28,0.592,0.434,15.152,15.6,0.464,0.527,1.0,0.198,99.58,96.5,80.42,96,0.455
0020500039,1610612759,Spurs,SAS,San Antonio,240:00,93.5,95.5,119.2,117.0,-25.6,-21.6,0.452,0.74,11.9,0.378,,,21.158,21.6,0.441,0.495,1.0,0.197,88.12,88.0,73.33,88,0.35
0020500039,1610612742,Mavericks,DAL,Dallas,240:00,119.2,117.0,93.5,95.5,25.6,21.6,0.513,1.67,16.6,,0.622,,13.882,13.6,0.545,0.582,1.0,0.199,88.12,88.0,73.33,88,0.65
0020500040,1610612762,Jazz,UTA,Utah,240:00,88.0,93.6,100.4,103.2,-12.4,-9.6,0.353,0.52,9.1,0.456,0.78,0.607,23.0,24.5,0.419,0.454,1.0,0.197,98.3,94.0,78.33,94,0.372
0020500040,1610612756,Suns,PHX,Phoenix,240:00,100.4,103.2,88.0,93.6,12.4,9.6,0.684,2.89,20.1,0.22,0.544,0.393,9.317,9.6,0.466,0.513,1.0,0.199,98.3,94.0,78.33,94,0.628
0020500041,1610612757,Trail Blazers,POR,Portland,240:00,98.1,108.0,109.3,106.9,-11.2,1.1,0.545,1.06,14.1,0.48,,,17.738,19.5,0.455,0.506,1.0,0.195,90.48,87.0,72.5,87,0.439
0020500041,1610612737,Hawks,ATL,Atlanta,240:00,109.3,106.9,98.1,108.0,11.2,-1.1,0.571,2.22,17.7,,0.52,,10.573,10.3,0.52,0.553,1.0,0.2,90.48,87.0,72.5,87,0.561
0020500037,1610612749,Bucks,MIL,Milwaukee,240:00,111.6,114.1,106.4,107.5,5.2,6.6,0.55,1.57,17.3,0.349,0.643,0.494,14.875,15.2,0.537,0.576,1.0,0.198,94.06,92.5,77.08,92,0.543
0020500037,1610612748,Heat,MIA,Miami,240:00,106.4,107.5,111.6,114.1,-5.2,-6.6,0.595,1.29,17.5,0.357,0.651,0.506,18.085,18.3,0.553,0.575,1.0,0.202,94.06,92.5,77.08,93,0.457
0020500034,1610612761,Raptors,TOR,Toronto,240:00,86.8,86.6,117.2,120.6,-30.4,-34.0,0.656,1.5,17.4,0.106,0.642,0.39,14.463,14.4,0.442,0.49,1.0,0.2,98.32,97.0,80.83,97,0.316
0020500034,1610612765,Pistons,DET,Detroit,240:00,117.2,120.6,86.8,86.6,30.4,34.0,0.651,2.55,19.5,0.358,0.894,0.61,11.018,11.3,0.511,0.558,1.0,0.2,98.32,97.0,80.83,97,0.684
0020500036,1610612763,Grizzlies,MEM,Memphis,240:00,126.4,122.8,113.8,116.5,12.6,6.3,0.632,1.6,19.9,0.25,0.72,0.537,16.779,16.3,0.659,0.694,1.0,0.199,91.26,91.5,76.25,92,0.569
0020500036,1610612739,Cavaliers,CLE,Cleveland,240:00,113.8,116.5,126.4,122.8,-12.6,-6.3,0.525,2.63,16.7,0.28,0.75,0.463,8.591,8.8,0.5,0.546,1.0,0.2,91.26,91.5,76.25,91,0.431
0020500042,1610612750,Timberwolves,MIN,Minnesota,265:00,104.5,105.3,103.4,106.4,1.0,-1.1,0.553,3.0,17.0,0.224,0.692,0.465,7.387,7.4,0.476,0.517,1.0,0.197,86.69,85.13,70.94,94,0.502
