TEAM_ABBREVIATION_home,GAME_ID,GAME_DATE_home,WL_home,PTS_home,TEAM_ABBREVIATION_away,GAME_DATE_away,WL_away,PTS_away
CLE,0021900240,2019-11-25,L,106,BKN,2019-11-25,W,108
MIA,0021900245,2019-11-25,W,117,CHA,2019-11-25,L,100
DET,0021900241,2019-11-25,W,103,ORL,2019-11-25,L,88
IND,0021900242,2019-11-25,W,126,MEM,2019-11-25,L,114
MIL,0021900248,2019-11-25,W,122,UTA,2019-11-25,L,118
ATL,0021900243,2019-11-25,L,113,MIN,2019-11-25,W,125
TOR,0021900246,2019-11-25,W,101,PHI,2019-11-25,L,96
DAL,0021900251,2019-11-26,L,99,LAC,2019-11-26,W,114
DEN,0021900252,2019-11-26,W,117,WAS,2019-11-26,L,104
PHI,0021900257,2019-11-27,W,97,SAC,2019-11-27,L,91
GSW,0021900266,2019-11-27,W,104,CHI,2019-11-27,L,90
SAS,0021900262,2019-11-27,L,101,MIN,2019-11-27,W,113
PHX,0021900263,2019-11-27,L,132,WAS,2019-11-27,W,140
CHA,0021900254,2019-11-27,W,102,DET,2019-11-27,L,101
BOS,0021900253,2019-11-27,W,121,BKN,2019-11-27,L,110
CLE,0021900255,2019-11-27,L,104,ORL,2019-11-27,W,116
HOU,0021900259,2019-11-27,W,117,MIA,2019-11-27,L,108
POR,0021900265,2019-11-27,W,136,OKC,2019-11-27,L,119
IND,0021900256,2019-11-27,W,121,UTA,2019-11-27,L,102
MIL,0021900261,2019-11-27,W,111,ATL,2019-11-27,L,102
TOR,0021900258,2019-11-27,W,126,NYK,2019-11-27,L,98
MEM,0021900260,2019-11-27,L,119,LAC,2019-11-27,W,121
NOP,0021900264,2019-11-27,L,110,LAL,2019-11-27,W,114
SAS,0021900276,2019-11-29,W,107,LAC,2019-11-29,L,97
LAL,0021900279,2019-11-29,W,125,WAS,2019-11-29,L,103
NYK,0021900271,2019-11-29,L,95,PHI,2019-11-29,W,101
PHX,0021900277,2019-11-29,L,113,DAL,2019-11-29,W,120
BKN,0021900267,2019-11-29,W,112,BOS,2019-11-29,L,107
MEM,0021900274,2019-11-29,L,94,UTA,2019-11-29,W,103
ORL,0021900269,2019-11-29,L,83,TOR,2019-11-29,W,90
DET,0021900268,2019-11-29,L,107,CHA,2019-11-29,W,110
CLE,0021900270,2019-11-29,L,110,MIL,2019-11-29,W,119
MIA,0021900273,2019-11-29,W,122,GSW,2019-11-29,L,105
POR,0021900278,2019-11-29,W,107,CHI,2019-11-29,L,103
IND,0021900272,2019-11-29,W,105,ATL,2019-11-29,L,104
OKC,0021900275,2019-11-29,W,109,NOP,2019-11-29,L,104
PHI,0021900281,2019-11-30,W,119,IND,2019-11-30,L,116
HOU,0021900282,2019-11-30,W,158,ATL,2019-11-30,L,111
MIL,0021900283,2019-11-30,W,137,CHA,2019-11-30,L,96
SAC,0021900280,2019-11-30,W,100,DEN,2019-11-30,L,97
LAL,0021900287,2019-12-01,L,100,DAL,2019-12-01,W,114
NYK,0021900285,2019-12-01,L,104,BOS,2019-12-01,W,113
BKN,0021900284,2019-12-01,L,106,MIA,2019-12-01,W,109
LAC,0021900292,2019-12-01,W,150,WAS,2019-12-01,L,125
ORL,0021900290,2019-12-01,W,100,GSW,2019-12-01,L,96
DET,0021900288,2019-12-01,W,132,SAS,2019-12-01,L,98
MIN,0021900286,2019-12-01,L,107,MEM,2019-12-01,W,115
TOR,0021900291,2019-12-01,W,130,UTA,2019-12-01,L,110
NOP,0021900289,2019-12-01,L,104,OKC,2019-12-01,W,107
PHI,0021900294,2019-12-02,W,103,UTA,2019-12-02,L,94
MIL,0021900297,2019-12-02,W,132,NYK,2019-12-02,L,88
ATL,0021900295,2019-12-02,W,104,GSW,2019-12-02,L,79
SAC,0021900298,2019-12-02,L,106,CHI,2019-12-02,W,113
CHA,0021900293,2019-12-02,L,104,PHX,2019-12-02,W,109
MEM,0021900296,2019-12-02,L,104,IND,2019-12-02,W,117
SAS,0021900303,2019-12-03,W,135,HOU,2019-12-03,L,133
LAC,0021900305,2019-12-03,W,117,POR,2019-12-03,L,97
CLE,0021900299,2019-12-03,L,94,DET,2019-12-03,W,127
DEN,0021900304,2019-12-03,L,96,LAL,2019-12-03,W,105
WAS,0021900300,2019-12-03,L,120,ORL,2019-12-03,W,127
TOR,0021900301,2019-12-03,L,110,MIA,2019-12-03,W,121
NOP,0021900302,2019-12-03,L,97,DAL,2019-12-03,W,118
CHI,0021900311,2019-12-04,W,106,MEM,2019-12-04,L,99
BOS,0021900310,2019-12-04,W,112,MIA,2019-12-04,L,93
ORL,0021900308,2019-12-04,W,128,PHX,2019-12-04,L,114
DET,0021900307,2019-12-04,L,103,MIL,2019-12-04,W,127
POR,0021900315,2019-12-04,W,127,SAC,2019-12-04,L,116
UTA,0021900314,2019-12-04,L,96,LAL,2019-12-04,W,121
DAL,0021900313,2019-12-04,W,121,MIN,2019-12-04,L,114
ATL,0021900309,2019-12-04,L,118,BKN,2019-12-04,W,130
CHA,0021900306,2019-12-04,W,106,GSW,2019-12-04,L,91
OKC,0021900312,2019-12-04,L,100,IND,2019-12-04,W,107
NYK,0021900317,2019-12-05,L,92,DEN,2019-12-05,W,129
WAS,0021900316,2019-12-05,W,119,PHI,2019-12-05,L,113
TOR,0021900318,2019-12-05,L,109,HOU,2019-12-05,W,119
NOP,0021900319,2019-12-05,L,132,PHX,2019-12-05,W,139
SAS,0021900328,2019-12-06,W,105,SAC,2019-12-06,L,104
CHI,0021900325,2019-12-06,L,98,GSW,2019-12-06,W,100
BOS,0021900323,2019-12-06,W,108,DEN,2019-12-06,L,95
CLE,0021900321,2019-12-06,L,87,ORL,2019-12-06,W,93
MIA,0021900324,2019-12-06,W,112,WAS,2019-12-06,L,103
DET,0021900322,2019-12-06,W,108,IND,2019-12-06,L,101
POR,0021900329,2019-12-06,L,113,LAL,2019-12-06,W,136
MIL,0021900327,2019-12-06,W,119,LAC,2019-12-06,L,91
CHA,0021900320,2019-12-06,L,104,BKN,2019-12-06,W,111
OKC,0021900326,2019-12-06,W,139,MIN,2019-12-06,L,127
PHI,0021900332,2019-12-07,W,141,CLE,2019-12-07,L,94
NYK,0021900331,2019-12-07,L,103,IND,2019-12-07,W,104
HOU,0021900333,2019-12-07,W,115,PHX,2019-12-07,L,109
UTA,0021900334,2019-12-07,W,126,MEM,2019-12-07,L,112
DAL,0021900330,2019-12-07,W,130,NOP,2019-12-07,L,84
PHI,0021900338,2019-12-08,W,110,TOR,2019-12-08,L,104
LAL,0021900342,2019-12-08,W,142,MIN,2019-12-08,L,125
BKN,0021900335,2019-12-08,W,105,DEN,2019-12-08,L,102
MIA,0021900337,2019-12-08,W,110,CHI,2019-12-08,L,105
POR,0021900341,2019-12-08,L,96,OKC,2019-12-08,W,108
DAL,0021900340,2019-12-08,L,106,SAC,2019-12-08,W,110
CHA,0021900336,2019-12-08,L,107,ATL,2019-12-08,W,122
WAS,0021900339,2019-12-08,L,119,LAC,2019-12-08,W,135
GSW,0021900351,2019-12-09,L,102,MEM,2019-12-09,W,110
CHI,0021900345,2019-12-09,L,92,TOR,2019-12-09,W,93
PHX,0021900349,2019-12-09,W,125,MIN,2019-12-09,L,109
BOS,0021900344,2019-12-09,W,110,CLE,2019-12-09,L,88
HOU,0021900346,2019-12-09,L,118,SAC,2019-12-09,W,119
UTA,0021900350,2019-12-09,L,90,OKC,2019-12-09,W,104
IND,0021900343,2019-12-09,L,99,LAC,2019-12-09,W,110
MIL,0021900347,2019-12-09,W,110,ORL,2019-12-09,L,101
NOP,0021900348,2019-12-09,L,103,DET,2019-12-09,W,105
PHI,0021900353,2019-12-10,W,97,DEN,2019-12-10,L,92
MIA,0021900354,2019-12-10,W,135,ATL,2019-12-10,L,121
POR,0021900355,2019-12-10,W,115,NYK,2019-12-10,L,87
CHA,0021900352,2019-12-10,W,114,WAS,2019-12-10,L,107
GSW,0021900366,2019-12-11,L,122,NYK,2019-12-11,W,124
CHI,0021900361,2019-12-11,W,136,ATL,2019-12-11,L,102
PHX,0021900363,2019-12-11,L,108,MEM,2019-12-11,W,115
BKN,0021900360,2019-12-11,L,108,CHA,2019-12-11,W,113
ORL,0021900358,2019-12-11,L,87,LAL,2019-12-11,W,96
CLE,0021900356,2019-12-11,L,110,HOU,2019-12-11,W,116
IND,0021900357,2019-12-11,W,122,BOS,2019-12-11,L,117
MIL,0021900364,2019-12-11,W,127,NOP,2019-12-11,L,112
SAC,0021900365,2019-12-11,W,94,OKC,2019-12-11,L,93
MIN,0021900362,2019-12-11,L,116,UTA,2019-12-11,W,127
TOR,0021900359,2019-12-11,L,92,LAC,2019-12-11,W,112
SAS,0021900368,2019-12-12,L,109,CLE,2019-12-12,W,117
BOS,0021900367,2019-12-12,L,109,PHI,2019-12-12,W,115
DET,0021900369,2019-12-12,L,111,DAL,2019-12-12,W,122
DEN,0021900370,2019-12-12,W,114,POR,2019-12-12,L,99
PHI,0021900372,2019-12-13,W,116,NOP,2019-12-13,L,109
CHI,0021900375,2019-12-13,L,73,CHA,2019-12-13,W,83
ORL,0021900371,2019-12-13,L,107,HOU,2019-12-13,W,130
MIA,0021900374,2019-12-13,L,110,LAL,2019-12-13,W,113
UTA,0021900379,2019-12-13,W,114,GSW,2019-12-13,L,106
ATL,0021900373,2019-12-13,L,100,IND,2019-12-13,W,110
SAC,0021900378,2019-12-13,L,101,NYK,2019-12-13,W,103
MIN,0021900377,2019-12-13,L,117,LAC,2019-12-13,W,124
MEM,0021900376,2019-12-13,L,114,MIL,2019-12-13,W,127
CHI,0021900382,2019-12-14,W,109,LAC,2019-12-14,L,106
PHX,0021900380,2019-12-14,L,119,SAS,2019-12-14,W,121
HOU,0021900386,2019-12-14,L,107,DET,2019-12-14,W,115
MIL,0021900385,2019-12-14,W,125,CLE,2019-12-14,L,108
DAL,0021900384,2019-12-14,L,118,MIA,2019-12-14,W,122
DEN,0021900387,2019-12-14,W,110,OKC,2019-12-14,L,102
TOR,0021900381,2019-12-14,W,110,BKN,2019-12-14,L,102
MEM,0021900383,2019-12-14,W,128,WAS,2019-12-14,L,111
GSW,0021900393,2019-12-15,L,79,SAC,2019-12-15,W,100
BKN,0021900391,2019-12-15,W,109,PHI,2019-12-15,L,89
IND,0021900389,2019-12-15,W,107,CHA,2019-12-15,L,85
ATL,0021900390,2019-12-15,L,96,LAL,2019-12-15,W,101
DEN,0021900392,2019-12-15,W,111,NYK,2019-12-15,L,105
NOP,0021900388,2019-12-15,L,119,ORL,2019-12-15,W,130
PHX,0021900400,2019-12-16,L,110,POR,2019-12-16,W,111
HOU,0021900396,2019-12-16,W,109,SAS,2019-12-16,L,107
DET,0021900394,2019-12-16,L,119,WAS,2019-12-16,W,133
MIL,0021900398,2019-12-16,L,116,DAL,2019-12-16,W,120
TOR,0021900395,2019-12-16,W,133,CLE,2019-12-16,L,113
MEM,0021900397,2019-12-16,W,118,MIA,2019-12-16,L,111
OKC,0021900399,2019-12-16,W,109,CHI,2019-12-16,L,106
NYK,0021900403,2019-12-17,W,143,ATL,2019-12-17,L,120
LAC,0021900406,2019-12-17,W,120,PHX,2019-12-17,L,99
UTA,0021900405,2019-12-17,W,109,ORL,2019-12-17,L,102
IND,0021900402,2019-12-17,W,105,LAL,2019-12-17,L,102
CHA,0021900401,2019-12-17,W,110,SAC,2019-12-17,L,102
NOP,0021900404,2019-12-17,L,101,BKN,2019-12-17,W,108
PHI,0021900410,2019-12-18,L,104,MIA,2019-12-18,W,108
CLE,0021900407,2019-12-18,W,100,CHA,2019-12-18,L,98
DET,0021900408,2019-12-18,L,99,TOR,2019-12-18,W,112
POR,0021900415,2019-12-18,W,122,GSW,2019-12-18,L,112
DAL,0021900413,2019-12-18,L,103,BOS,2019-12-18,W,109
MIN,0021900411,2019-12-18,L,99,NOP,2019-12-18,W,107
DEN,0021900414,2019-12-18,W,113,ORL,2019-12-18,L,104
WAS,0021900409,2019-12-18,L,109,CHI,2019-12-18,W,110
OKC,0021900412,2019-12-18,W,126,MEM,2019-12-18,L,122
SAS,0021900418,2019-12-19,W,118,BKN,2019-12-19,L,105
LAC,0021900419,2019-12-19,L,117,HOU,2019-12-19,W,122
MIL,0021900417,2019-12-19,W,111,LAL,2019-12-19,L,104
ATL,0021900416,2019-12-19,L,106,UTA,2019-12-19,W,111
PHI,0021900425,2019-12-20,L,98,DAL,2019-12-20,W,117
GSW,0021900429,2019-12-20,W,106,NOP,2019-12-20,L,102
BOS,0021900422,2019-12-20,W,114,DET,2019-12-20,L,93
CLE,0021900420,2019-12-20,W,114,MEM,2019-12-20,L,107
MIA,0021900424,2019-12-20,W,129,NYK,2019-12-20,L,114
POR,0021900428,2019-12-20,W,118,ORL,2019-12-20,L,103
IND,0021900421,2019-12-20,W,119,SAC,2019-12-20,L,105
DEN,0021900427,2019-12-20,W,109,MIN,2019-12-20,L,100
TOR,0021900423,2019-12-20,W,122,WAS,2019-12-20,L,118
OKC,0021900426,2019-12-20,W,126,PHX,2019-12-20,L,108
PHI,0021900433,2019-12-21,W,125,WAS,2019-12-21,L,108
SAS,0021900436,2019-12-21,L,109,LAC,2019-12-21,W,134
NYK,0021900434,2019-12-21,L,102,MIL,2019-12-21,W,123
PHX,0021900437,2019-12-21,L,125,HOU,2019-12-21,W,139
BKN,0021900431,2019-12-21,W,122,ATL,2019-12-21,L,112
DET,0021900432,2019-12-21,L,107,CHI,2019-12-21,W,119
POR,0021900438,2019-12-21,W,113,MIN,2019-12-21,L,106
CHA,0021900430,2019-12-21,L,107,UTA,2019-12-21,W,114
MEM,0021900435,2019-12-21,W,119,SAC,2019-12-21,L,115
LAL,0021900443,2019-12-22,L,104,DEN,2019-12-22,W,128
BOS,0021900440,2019-12-22,W,119,CHA,2019-12-22,L,93
MIL,0021900441,2019-12-22,W,117,IND,2019-12-22,L,89
TOR,0021900439,2019-12-22,W,110,DAL,2019-12-22,L,107
OKC,0021900442,2019-12-22,W,118,LAC,2019-12-22,L,112
GSW,0021900454,2019-12-23,W,113,MIN,2019-12-23,L,104
NYK,0021900447,2019-12-23,L,115,WAS,2019-12-23,W,121
PHX,0021900451,2019-12-23,L,111,DEN,2019-12-23,W,113
ORL,0021900448,2019-12-23,W,103,CHI,2019-12-23,L,95
CLE,0021900444,2019-12-23,W,121,ATL,2019-12-23,L,118
MIA,0021900449,2019-12-23,W,107,UTA,2019-12-23,L,104
DET,0021900445,2019-12-23,L,109,PHI,2019-12-23,W,125
POR,0021900452,2019-12-23,L,94,NOP,2019-12-23,W,102
IND,0021900446,2019-12-23,W,120,TOR,2019-12-23,L,115
SAC,0021900453,2019-12-23,L,104,HOU,2019-12-23,W,113
MEM,0021900450,2019-12-23,L,115,SAS,2019-12-23,W,145
PHI,0021900456,2019-12-25,W,121,MIL,2019-12-25,L,109
GSW,0021900457,2019-12-25,W,116,HOU,2019-12-25,L,104
LAL,0021900458,2019-12-25,L,106,LAC,2019-12-25,W,111
DEN,0021900459,2019-12-25,L,100,NOP,2019-12-25,W,112
TOR,0021900455,2019-12-25,L,102,BOS,2019-12-25,W,118
BKN,0021900461,2019-12-26,L,82,NYK,2019-12-26,W,94
DET,0021900460,2019-12-26,W,132,WAS,2019-12-26,L,102
UTA,0021900465,2019-12-26,W,121,POR,2019-12-26,L,115
DAL,0021900463,2019-12-26,W,102,SAS,2019-12-26,L,98
SAC,0021900464,2019-12-26,L,104,MIN,2019-12-26,W,105
OKC,0021900462,2019-12-26,L,97,MEM,2019-12-26,W,110
GSW,0021900471,2019-12-27,W,105,PHX,2019-12-27,L,96
BOS,0021900466,2019-12-27,W,129,CLE,2019-12-27,L,117
ORL,0021900468,2019-12-27,W,98,PHI,2019-12-27,L,97
MIA,0021900470,2019-12-27,W,113,IND,2019-12-27,L,112
ATL,0021900469,2019-12-27,L,86,MIL,2019-12-27,W,112
CHA,0021900467,2019-12-27,L,102,OKC,2019-12-27,W,104
GSW,0021900482,2019-12-28,L,121,DAL,2019-12-28,W,141
SAS,0021900481,2019-12-28,W,136,DET,2019-12-28,L,109
CHI,0021900477,2019-12-28,W,116,ATL,2019-12-28,L,81
BOS,0021900473,2019-12-28,L,97,TOR,2019-12-28,W,113
LAC,0021900485,2019-12-28,L,107,UTA,2019-12-28,W,120
HOU,0021900478,2019-12-28,W,108,BKN,2019-12-28,L,98
MIA,0021900475,2019-12-28,W,117,PHI,2019-12-28,L,116
POR,0021900484,2019-12-28,L,120,LAL,2019-12-28,W,128
MIL,0021900480,2019-12-28,W,111,ORL,2019-12-28,L,100
SAC,0021900483,2019-12-28,L,110,PHX,2019-12-28,W,112
DEN,0021900472,2019-12-28,W,119,MEM,2019-12-28,L,110
MIN,0021900479,2019-12-28,L,88,CLE,2019-12-28,W,94
WAS,0021900476,2019-12-28,L,100,NYK,2019-12-28,W,107
NOP,0021900474,2019-12-28,W,120,IND,2019-12-28,L,98
LAL,0021900490,2019-12-29,W,108,DAL,2019-12-29,L,95
DEN,0021900489,2019-12-29,W,120,SAC,2019-12-29,L,115
TOR,0021900486,2019-12-29,L,97,OKC,2019-12-29,W,98
MEM,0021900487,2019-12-29,W,117,CHA,2019-12-29,L,104
NOP,0021900488,2019-12-29,W,127,HOU,2019-12-29,L,112
CHI,0021900493,2019-12-30,L,102,MIL,2019-12-30,W,123
ORL,0021900491,2019-12-30,L,93,ATL,2019-12-30,W,101
UTA,0021900495,2019-12-30,W,104,DET,2019-12-30,L,81
POR,0021900496,2019-12-30,L,116,PHX,2019-12-30,W,122
MIN,0021900494,2019-12-30,W,122,BKN,2019-12-30,L,115
WAS,0021900492,2019-12-30,W,123,MIA,2019-12-30,L,105
SAS,0021900502,2019-12-31,W,117,GSW,2019-12-31,L,113
HOU,0021900501,2019-12-31,W,130,DEN,2019-12-31,L,104
IND,0021900498,2019-12-31,W,115,PHI,2019-12-31,L,97
SAC,0021900499,2019-12-31,L,87,LAC,2019-12-31,W,105
CHA,0021900497,2019-12-31,L,92,BOS,2019-12-31,W,109
TOR,0021900500,2019-12-31,W,117,CLE,2019-12-31,L,97
OKC,0021900503,2019-12-31,W,106,DAL,2019-12-31,L,101
LAL,0021900507,2020-01-01,W,117,PHX,2020-01-01,L,107
NYK,0021900505,2020-01-01,W,117,POR,2020-01-01,L,93
MIL,0021900506,2020-01-01,W,106,MIN,2020-01-01,L,104
WAS,0021900504,2020-01-01,L,101,ORL,2020-01-01,W,122
SAS,0021900514,2020-01-02,L,103,OKC,2020-01-02,W,109
CHI,0021900511,2020-01-02,L,98,UTA,2020-01-02,W,102
LAC,0021900516,2020-01-02,W,126,DET,2020-01-02,L,112
CLE,0021900508,2020-01-02,L,106,CHA,2020-01-02,W,109
MIA,0021900510,2020-01-02,W,84,TOR,2020-01-02,L,76
IND,0021900509,2020-01-02,L,116,DEN,2020-01-02,W,124
DAL,0021900513,2020-01-02,W,123,BKN,2020-01-02,L,111
SAC,0021900515,2020-01-02,W,128,MEM,2020-01-02,L,123
MIN,0021900512,2020-01-02,W,99,GSW,2020-01-02,L,84
LAL,0021900522,2020-01-03,W,123,NOP,2020-01-03,L,113
PHX,0021900521,2020-01-03,W,120,NYK,2020-01-03,L,112
BOS,0021900517,2020-01-03,W,109,ATL,2020-01-03,L,106
ORL,0021900518,2020-01-03,W,105,MIA,2020-01-03,L,85
HOU,0021900520,2020-01-03,W,118,PHI,2020-01-03,L,108
WAS,0021900519,2020-01-03,L,103,POR,2020-01-03,W,122
GSW,0021900532,2020-01-04,L,104,DET,2020-01-04,W,111
CHI,0021900529,2020-01-04,L,104,BOS,2020-01-04,W,111
BKN,0021900524,2020-01-04,L,102,TOR,2020-01-04,W,121
LAC,0021900523,2020-01-04,L,114,MEM,2020-01-04,W,140
ORL,0021900525,2020-01-04,L,96,UTA,2020-01-04,W,109
CLE,0021900527,2020-01-04,L,106,OKC,2020-01-04,W,121
MIL,0021900531,2020-01-04,W,127,SAS,2020-01-04,L,118
DAL,0021900530,2020-01-04,L,120,CHA,2020-01-04,W,123
SAC,0021900533,2020-01-04,L,115,NOP,2020-01-04,W,117
ATL,0021900526,2020-01-04,W,116,IND,2020-01-04,L,111
WAS,0021900528,2020-01-04,W,128,DEN,2020-01-04,L,114
LAL,0021900538,2020-01-05,W,106,DET,2020-01-05,L,99
PHX,0021900537,2020-01-05,L,114,MEM,2020-01-05,W,121
LAC,0021900534,2020-01-05,W,135,NYK,2020-01-05,L,132
CLE,0021900536,2020-01-05,L,103,MIN,2020-01-05,W,118
MIA,0021900535,2020-01-05,W,122,POR,2020-01-05,L,111
PHI,0021900541,2020-01-06,W,120,OKC,2020-01-06,L,113
SAS,0021900546,2020-01-06,W,126,MIL,2020-01-06,L,104
ORL,0021900540,2020-01-06,W,101,BKN,2020-01-06,L,89
DAL,0021900545,2020-01-06,W,118,CHI,2020-01-06,L,110
ATL,0021900543,2020-01-06,L,115,DEN,2020-01-06,W,123
SAC,0021900547,2020-01-06,W,111,GSW,2020-01-06,L,98
CHA,0021900539,2020-01-06,L,104,IND,2020-01-06,W,115
WAS,0021900542,2020-01-06,W,99,BOS,2020-01-06,L,94
NOP,0021900544,2020-01-06,L,126,UTA,2020-01-06,W,128
LAL,0021900553,2020-01-07,W,117,NYK,2020-01-07,L,87
PHX,0021900552,2020-01-07,L,103,SAC,2020-01-07,W,114
BKN,0021900550,2020-01-07,L,103,OKC,2020-01-07,W,111
CLE,0021900548,2020-01-07,L,113,DET,2020-01-07,W,115
TOR,0021900549,2020-01-07,L,99,POR,2020-01-07,W,101
MEM,0021900551,2020-01-07,W,119,MIN,2020-01-07,L,112
GSW,0021900562,2020-01-08,L,98,MIL,2020-01-08,W,107
BOS,0021900554,2020-01-08,L,114,SAS,2020-01-08,W,129
ORL,0021900557,2020-01-08,W,123,WAS,2020-01-08,L,89
UTA,0021900561,2020-01-08,W,128,NYK,2020-01-08,L,104
IND,0021900556,2020-01-08,L,108,MIA,2020-01-08,W,122
DAL,0021900559,2020-01-08,L,106,DEN,2020-01-08,W,107
ATL,0021900558,2020-01-08,L,115,HOU,2020-01-08,W,122
CHA,0021900555,2020-01-08,L,110,TOR,2020-01-08,W,112
NOP,0021900560,2020-01-08,W,123,CHI,2020-01-08,L,108
PHI,0021900564,2020-01-09,W,109,BOS,2020-01-09,L,98
DET,0021900563,2020-01-09,L,112,CLE,2020-01-09,W,115
MIN,0021900565,2020-01-09,W,116,POR,2020-01-09,L,102
OKC,0021900566,2020-01-09,W,113,HOU,2020-01-09,L,92
CHI,0021900570,2020-01-10,L,105,IND,2020-01-10,W,116
NYK,0021900569,2020-01-10,L,111,NOP,2020-01-10,W,123
PHX,0021900573,2020-01-10,W,98,ORL,2020-01-10,L,94
BKN,0021900568,2020-01-10,W,117,MIA,2020-01-10,L,113
LAC,0021900576,2020-01-10,W,109,GSW,2020-01-10,L,100
UTA,0021900574,2020-01-10,W,109,CHA,2020-01-10,L,92
DAL,0021900572,2020-01-10,L,114,LAL,2020-01-10,W,129
SAC,0021900575,2020-01-10,L,106,MIL,2020-01-10,W,127
WAS,0021900567,2020-01-10,W,111,ATL,2020-01-10,L,101
MEM,0021900571,2020-01-10,W,134,SAS,2020-01-10,L,121
BOS,0021900578,2020-01-11,W,140,NOP,2020-01-11,L,105
HOU,0021900577,2020-01-11,W,139,MIN,2020-01-11,L,109
DET,0021900579,2020-01-11,L,99,CHI,2020-01-11,W,108
POR,0021900583,2020-01-11,L,101,MIL,2020-01-11,W,122
DAL,0021900581,2020-01-11,W,109,PHI,2020-01-11,L,91
DEN,0021900582,2020-01-11,L,103,CLE,2020-01-11,W,111
OKC,0021900580,2020-01-11,L,110,LAL,2020-01-11,W,125
NYK,0021900584,2020-01-12,W,124,MIA,2020-01-12,L,121
PHX,0021900590,2020-01-12,W,100,CHA,2020-01-12,L,92
BKN,0021900586,2020-01-12,W,108,ATL,2020-01-12,L,86
DEN,0021900589,2020-01-12,W,114,LAC,2020-01-12,L,104
WAS,0021900585,2020-01-12,L,116,UTA,2020-01-12,W,127
TOR,0021900587,2020-01-12,L,104,SAS,2020-01-12,W,105
MEM,0021900588,2020-01-12,W,122,GSW,2020-01-12,L,102
LAL,0021900597,2020-01-13,W,128,CLE,2020-01-13,L,99
BOS,0021900593,2020-01-13,W,113,CHI,2020-01-13,L,101
DET,0021900591,2020-01-13,L,110,NOP,2020-01-13,W,117
POR,0021900595,2020-01-13,W,115,CHA,2020-01-13,L,112
IND,0021900592,2020-01-13,W,101,PHI,2020-01-13,L,95
SAC,0021900596,2020-01-13,L,112,ORL,2020-01-13,W,114
MIN,0021900594,2020-01-13,L,104,OKC,2020-01-13,W,117
GSW,0021900602,2020-01-14,L,97,DAL,2020-01-14,W,124
BKN,0021900599,2020-01-14,L,107,UTA,2020-01-14,W,118
LAC,0021900603,2020-01-14,W,128,CLE,2020-01-14,L,103
MIL,0021900601,2020-01-14,W,128,NYK,2020-01-14,L,102
ATL,0021900598,2020-01-14,W,123,PHX,2020-01-14,L,110
MEM,0021900600,2020-01-14,W,121,HOU,2020-01-14,L,110
PHI,0021900605,2020-01-15,W,117,BKN,2020-01-15,L,106
LAL,0021900613,2020-01-15,L,118,ORL,2020-01-15,W,119
CHI,0021900607,2020-01-15,W,115,WAS,2020-01-15,L,106
BOS,0021900604,2020-01-15,L,103,DET,2020-01-15,W,116
MIA,0021900606,2020-01-15,W,106,SAS,2020-01-15,L,100
HOU,0021900611,2020-01-15,L,107,POR,2020-01-15,W,117
SAC,0021900612,2020-01-15,L,123,DAL,2020-01-15,W,127
DEN,0021900610,2020-01-15,W,100,CHA,2020-01-15,L,86
MIN,0021900608,2020-01-15,L,99,IND,2020-01-15,W,104
OKC,0021900609,2020-01-15,L,121,TOR,2020-01-15,W,130
GSW,0021900617,2020-01-16,L,131,DEN,2020-01-16,W,134
NYK,0021900614,2020-01-16,L,98,PHX,2020-01-16,W,121
LAC,0021900618,2020-01-16,W,122,ORL,2020-01-16,L,95
MIL,0021900615,2020-01-16,W,128,BOS,2020-01-16,L,123
NOP,0021900616,2020-01-16,W,138,UTA,2020-01-16,L,132
PHI,0021900620,2020-01-17,W,100,CHI,2020-01-17,L,89
SAS,0021900624,2020-01-17,L,120,ATL,2020-01-17,W,121
IND,0021900619,2020-01-17,W,116,MIN,2020-01-17,L,114
DAL,0021900625,2020-01-17,W,120,POR,2020-01-17,L,112
TOR,0021900621,2020-01-17,W,140,WAS,2020-01-17,L,111
MEM,0021900622,2020-01-17,W,113,CLE,2020-01-17,L,109
OKC,0021900623,2020-01-17,L,108,MIA,2020-01-17,W,115
GSW,0021900634,2020-01-18,W,109,ORL,2020-01-18,L,95
CHI,0021900631,2020-01-18,W,118,CLE,2020-01-18,L,116
NYK,0021900630,2020-01-18,L,87,PHI,2020-01-18,W,90
BKN,0021900627,2020-01-18,L,97,MIL,2020-01-18,W,117
BOS,0021900628,2020-01-18,L,119,PHX,2020-01-18,W,123
HOU,0021900633,2020-01-18,L,115,LAL,2020-01-18,W,124
UTA,0021900636,2020-01-18,W,123,SAC,2020-01-18,L,101
ATL,0021900629,2020-01-18,L,103,DET,2020-01-18,W,136
MIN,0021900632,2020-01-18,L,112,TOR,2020-01-18,W,122
OKC,0021900635,2020-01-18,W,119,POR,2020-01-18,L,106
NOP,0021900626,2020-01-18,L,130,LAC,2020-01-18,W,133
SAS,0021900637,2020-01-19,W,107,MIA,2020-01-19,L,102
DEN,0021900638,2020-01-19,L,107,IND,2020-01-19,W,115
PHX,0021900650,2020-01-20,L,118,SAS,2020-01-20,W,120
BKN,0021900641,2020-01-20,L,111,PHI,2020-01-20,W,117
BOS,0021900648,2020-01-20,W,139,LAL,2020-01-20,L,107
CLE,0021900643,2020-01-20,L,86,NYK,2020-01-20,W,106
HOU,0021900645,2020-01-20,L,107,OKC,2020-01-20,W,112
